cur_zone_number,success_ratio_within_window,success_count_within_window,success,stepN,episodeN,episodeNInZone,episodeInWindow,ease_count,total_streched_ctr,restart_game_count,total_reward,total_step_count_for_experiment,goal,distance_traveled,energy_consumed,flight_time,time_stamp,weight_file_under_test
0,0.032,32,False,82,166,166,166,0,0,3,-190.42861174304224,42185,"[8.5, -9.25, 0]",44.5037841796875,0.0,51.98210906982422,1653455199980304896,
0,0.033,33,True,24,167,167,167,0,0,3,986.8156208402326,42209,"[10.0, 8.5, 0]",24.264324188232422,0.0,20.007427215576172,1653455221538638336,
0,0.033,33,False,99,168,168,168,0,0,3,-201.69365815271186,42308,"[-8.75, 8.5, 0]",66.79334259033203,0.0,61.954322814941406,1653455285076520448,
0,0.033,33,False,31,169,169,169,0,0,3,-133.5933346424106,42339,"[-7.75, 10.5, 0]",40.13938522338867,0.0,24.40852165222168,1653455311106646016,
0,0.033,33,False,65,170,170,170,0,0,3,-183.8416766066095,42404,"[-9.25, -9.75, 0]",52.73088455200195,0.0,43.419925689697266,1653455356154628864,
0,0.033,33,False,75,171,171,171,0,0,3,-186.12285558771018,42479,"[10.5, -10.75, 0]",47.26431655883789,0.0,47.60501480102539,1653455405295474944,
0,0.034,34,True,315,172,172,172,0,0,3,698.2838736803681,42794,"[8.0, 7.0, 0]",139.22271728515625,0.0,184.99594116210938,1653455591833804032,
0,0.034,34,False,81,173,173,173,0,0,3,-199.12462713791297,42875,"[11.0, 8.0, 0]",55.22110366821289,0.0,53.4161376953125,1653455647080528896,
0,0.034,34,False,154,174,174,174,0,0,3,-275.54757076874535,43029,"[7.5, -7.75, 0]",106.8985366821289,0.0,95.9780502319336,1653455744630948608,
0,0.034,34,False,83,175,175,175,0,0,3,-189.57282423615592,43112,"[8.0, 10.0, 0]",52.26634979248047,0.0,55.192176818847656,1653455801492440576,
0,0.034,34,False,246,176,176,176,0,0,3,-373.188569659669,43358,"[8.0, -8.25, 0]",128.64720153808594,0.0,153.08126831054688,1653455956225831424,
0,0.034,34,False,117,177,177,177,0,0,3,-218.24679128568022,43475,"[-11.25, 10.5, 0]",109.02217102050781,0.0,75.13660430908203,1653456033076380416,
0,0.034,34,False,49,178,178,178,0,0,3,-166.60922850045483,43524,"[-8.75, -8.25, 0]",47.45542526245117,0.0,35.5777587890625,1653456070277588224,
0,0.034,34,False,24,179,179,179,0,0,3,-145.0734365164048,43548,"[-9.75, -11.25, 0]",37.357669830322266,0.0,20.2114315032959,1653456092038277376,
0,0.034,34,False,72,180,180,180,0,0,3,-175.92011512370942,43620,"[8.5, 9.5, 0]",59.60504913330078,0.0,49.82206344604492,1653456143449977856,
0,0.034,34,False,130,181,181,181,0,0,3,-250.1166405283554,43750,"[10.0, 7.0, 0]",91.55657196044922,0.0,85.45982360839844,1653456230538939136,
0,0.034,34,False,39,182,182,182,0,0,3,-159.00245085392532,43789,"[-7.75, 10.5, 0]",45.982421875,0.0,30.486650466918945,1653456262653970176,
0,0.034,34,False,54,183,183,183,0,0,3,-183.32334191274947,43843,"[-8.25, -7.25, 0]",54.6677360534668,0.0,39.82585144042969,1653456304088689408,
0,0.034,34,False,91,184,184,184,0,0,3,-213.12213670942924,43934,"[10.0, 9.0, 0]",55.92200469970703,0.0,62.344329833984375,1653456368016539392,
0,0.035,35,True,13,185,185,185,0,0,3,998.1232318274231,43947,"[10.0, 8.0, 0]",23.873878479003906,0.0,14.349306106567383,1653456383983245568,
0,0.036,36,True,307,186,186,186,0,0,3,704.4634490718008,44254,"[10.5, 8.5, 0]",166.32577514648438,0.0,195.62217712402344,1653456581229496320,
0,0.036,36,False,155,187,187,187,0,0,3,-267.95272131577815,44409,"[-8.25, 9.0, 0]",92.82833862304688,0.0,105.81525421142578,1653456688874514176,
0,0.036,36,False,29,188,188,188,0,0,3,-150.78943138345383,44438,"[-8.25, -8.25, 0]",42.40092086791992,0.0,21.732463836669922,1653456712588701696,
0,0.036,36,False,29,189,189,189,0,0,3,-151.00242804567313,44467,"[-8.75, 10.0, 0]",35.77555847167969,0.0,21.83446502685547,1653456736502313216,
0,0.036,36,False,28,190,190,190,0,0,3,-133.90318282884772,44495,"[11.0, 8.5, 0]",38.1002082824707,0.0,22.43147850036621,1653456760512581632,
0,0.036,36,False,57,191,191,191,0,0,3,-177.59958937125546,44552,"[7.5, -10.25, 0]",63.87860870361328,0.0,39.348838806152344,1653456801420331008,
0,0.036,36,False,129,192,192,192,0,0,3,-249.92311132241008,44681,"[7.5, -11.25, 0]",119.5440673828125,0.0,79.49869537353516,1653456882498608640,
0,0.036,36,False,114,193,193,193,0,0,3,-220.09768816262587,44795,"[-7.75, 7.0, 0]",71.2208023071289,0.0,74.37158966064453,1653456958471144704,
0,0.036,36,False,45,194,194,194,0,0,3,-172.53997663839417,44840,"[-9.25, -7.75, 0]",50.91194534301758,0.0,33.030704498291016,1653456993157667072,
0,0.037,37,True,45,195,195,195,0,0,3,964.6273882914836,44885,"[-10.25, 10.0, 0]",42.389469146728516,0.0,32.364688873291016,1653457027046066432,
0,0.037,37,False,58,196,196,196,0,0,3,-161.03925828771108,44943,"[-9.75, 10.5, 0]",49.576255798339844,0.0,39.30683898925781,1653457067974132736,
0,0.037,37,False,169,197,197,197,0,0,3,-267.9602248525413,45112,"[10.5, -7.25, 0]",85.84061431884766,0.0,105.54524993896484,1653457175092730880,
0,0.037,37,False,112,198,198,198,0,0,3,-230.83536432798294,45224,"[10.0, -7.75, 0]",98.16069793701172,0.0,73.93058013916016,1653457250728835584,
0,0.038,38,True,27,199,199,199,0,0,3,983.3868922373528,45251,"[11.0, -8.75, 0]",28.231569290161133,0.0,22.488479614257812,1653457274838361344,
0,0.038,38,False,75,200,200,200,0,0,3,-184.98993360504647,45326,"[-8.25, 7.5, 0]",47.760704040527344,0.0,54.25315856933594,1653457330717429760,
0,0.038,38,False,38,201,201,201,0,0,3,-143.15824070157203,45364,"[7.0, 10.5, 0]",51.56708908081055,0.0,31.230667114257812,1653457363574087168,
0,0.038,38,False,18,202,202,202,0,0,3,-140.9089898285811,45382,"[-9.75, -9.75, 0]",37.56875228881836,0.0,18.048385620117188,1653457383294799104,
0,0.038,38,False,25,203,203,203,0,0,3,-144.07939816394722,45407,"[-10.25, 7.0, 0]",43.695858001708984,0.0,23.00149154663086,1653457407858601984,
0,0.038,38,False,16,204,204,204,0,0,3,-137.37154745056128,45423,"[-9.75, -10.25, 0]",35.98891830444336,0.0,16.5423526763916,1653457426010551552,
0,0.039,39,True,64,205,205,205,0,0,3,947.8406343156452,45487,"[10.0, 7.0, 0]",39.60447692871094,0.0,49.435054779052734,1653457476998706944,
0,0.039,39,False,50,206,206,206,0,0,3,-158.3039973778216,45537,"[-10.25, -9.25, 0]",48.724971771240234,0.0,39.40584182739258,1653457518106044160,
0,0.04,40,True,39,207,207,207,0,0,3,972.9682201850995,45576,"[9.5, 7.0, 0]",27.05902099609375,0.0,33.09970474243164,1653457552806827520,
0,0.04,40,False,28,208,208,208,0,0,3,-141.85098056957077,45604,"[11.0, -7.75, 0]",44.72189712524414,0.0,24.780529022216797,1653457579315478272,
0,0.041,41,True,9,209,209,209,0,0,3,1002.4883190878236,45613,"[10.0, 7.0, 0]",22.34320831298828,0.0,12.906275749206543,1653457593862100480,
0,0.041,41,False,26,210,210,210,0,0,3,-145.89789246882862,45639,"[-7.75, -8.25, 0]",39.077693939208984,0.0,23.922510147094727,1653457619480729856,
0,0.041,41,False,122,211,211,211,0,0,3,-245.69407853805754,45761,"[9.0, -7.25, 0]",128.90565490722656,0.0,91.13894653320312,1653457712211309312,
0,0.041,41,False,25,212,212,212,0,0,3,-149.2960686478412,45786,"[-8.25, -9.25, 0]",40.703895568847656,0.0,22.833486557006836,1653457736722486016,
0,0.041,41,False,150,213,213,213,0,0,3,-256.9506606612545,45936,"[-10.75, 8.5, 0]",101.12601470947266,0.0,103.91021728515625,1653457842274959616,
0,0.041,41,False,61,214,214,214,0,0,3,-180.47527300661142,45997,"[7.0, -10.25, 0]",47.29023742675781,0.0,46.97800064086914,1653457890924221952,
0,0.041,41,False,24,215,215,215,0,0,3,-126.74107704116324,46021,"[9.0, -10.75, 0]",42.289466857910156,0.0,23.286497116088867,1653457915875279872,
0,0.041,41,False,48,216,216,216,0,0,3,-173.3167484078976,46069,"[-9.75, -9.75, 0]",57.79943084716797,0.0,40.104854583740234,1653457957612459264,
0,0.041,41,False,29,217,217,217,0,0,3,-154.61286175590524,46098,"[-9.25, -7.75, 0]",42.55305099487305,0.0,26.124557495117188,1653457985368256000,
0,0.041,41,False,130,218,218,218,0,0,3,-247.82292550229832,46228,"[-8.75, -8.25, 0]",127.83098602294922,0.0,97.16007232666016,1653458084146743808,
0,0.041,41,False,94,219,219,219,0,0,3,-212.71251575457026,46322,"[-7.75, -8.75, 0]",73.98319244384766,0.0,70.99951171875,1653458156882400768,
0,0.042,42,True,63,220,220,220,0,0,3,946.3447674739366,46385,"[8.5, 7.0, 0]",37.49851608276367,0.0,49.98706817626953,1653458208586262784,
0,0.042,42,False,39,221,221,221,0,0,3,-160.72826560651401,46424,"[8.5, -9.75, 0]",53.497379302978516,0.0,33.3817138671875,1653458243918404096,
0,0.042,42,False,181,222,222,222,0,0,3,-289.07930171925034,46605,"[8.0, 10.5, 0]",102.97592163085938,0.0,131.2288055419922,1653458376779819008,
0,0.042,42,False,50,223,223,223,0,0,3,-165.98323357159026,46655,"[-7.25, 7.0, 0]",42.15412521362305,0.0,42.57090759277344,1653458421110854656,
0,0.042,42,False,21,224,224,224,0,0,3,-126.77044076099243,46676,"[10.0, 11.0, 0]",39.69588851928711,0.0,20.40343475341797,1653458443192828416,
0,0.042,42,False,216,225,225,225,0,0,3,-330.1424705630383,46892,"[7.5, -9.25, 0]",145.62307739257812,0.0,159.7414093017578,1653458604579688960,
0,0.042,42,False,50,226,226,226,0,0,3,-156.71032158517104,46942,"[8.0, 7.0, 0]",49.7725944519043,0.0,42.780914306640625,1653458649174618112,
0,0.042,42,False,20,227,227,227,0,0,3,-140.16800551085177,46962,"[-7.75, 10.5, 0]",37.931358337402344,0.0,19.518415451049805,1653458670314733568,
0,0.042,42,False,24,228,228,228,0,0,3,-149.10530613735446,46986,"[-8.75, -10.75, 0]",39.52275085449219,0.0,23.460500717163086,1653458695401776640,
0,0.043,43,True,9,229,229,229,0,0,3,1001.2353262431743,46995,"[10.0, 8.0, 0]",23.89836883544922,0.0,12.699271202087402,1653458709674248704,
0,0.043,43,False,29,230,230,230,0,0,3,-146.2119397220406,47024,"[-7.25, 10.5, 0]",40.533626556396484,0.0,26.478565216064453,1653458737820523776,
0,0.043,43,False,17,231,231,231,0,0,3,-137.5970185729679,47041,"[-9.75, 10.0, 0]",36.33088302612305,0.0,19.182409286499023,1653458758593940736,
0,0.043,43,False,27,232,232,232,0,0,3,-146.41868313905337,47068,"[10.0, -10.25, 0]",47.99525451660156,0.0,25.69854736328125,1653458785904223232,
0,0.044,44,True,37,233,233,233,0,0,3,974.5897836362044,47105,"[8.0, 10.5, 0]",41.21152114868164,0.0,32.568695068359375,1653458820142505728,
0,0.044,44,False,25,234,234,234,0,0,3,-143.88489829724026,47130,"[-8.25, -7.75, 0]",36.85288619995117,0.0,23.514501571655273,1653458845388059648,
0,0.044,44,False,33,235,235,235,0,0,3,-137.60030491157505,47163,"[-9.75, -10.75, 0]",38.060672760009766,0.0,30.429649353027344,1653458877480802304,
0,0.044,44,False,25,236,236,236,0,0,3,-126.3144122743472,47188,"[8.5, -11.25, 0]",37.96735763549805,0.0,23.70050621032715,1653458902814494976,
0,0.044,44,False,49,237,237,237,0,0,3,-175.97173433930584,47237,"[-8.25, -9.75, 0]",50.107948303222656,0.0,41.3168830871582,1653458945796502784,
0,0.044,44,False,38,238,238,238,0,0,3,-143.2611655034153,47275,"[10.0, -7.75, 0]",69.30870819091797,0.0,32.84770202636719,1653458980279547392,
0,0.045,45,True,207,239,239,239,0,0,3,802.567532284599,47482,"[-10.25, 7.5, 0]",211.76605224609375,0.0,151.0502166748047,1653459132967912192,
0,0.045,45,False,13,240,240,240,0,0,3,-119.84351572173102,47495,"[8.5, -10.25, 0]",36.29450607299805,0.0,15.978341102600098,1653459150834262784,
0,0.045,45,False,52,241,241,241,0,0,3,-162.88679464626773,47547,"[10.0, 10.5, 0]",47.37146759033203,0.0,42.918914794921875,1653459195414202880,
0,0.045,45,False,34,242,242,242,0,0,3,-162.23557760194137,47581,"[-8.25, -11.25, 0]",47.646183013916016,0.0,30.039640426635742,1653459227124709888,
0,0.045,45,False,38,243,243,243,0,0,3,-138.28210782168634,47619,"[9.0, -10.75, 0]",51.692222595214844,0.0,34.30573272705078,1653459263045890048,
0,0.045,45,False,179,244,244,244,0,0,3,-300.00620635631896,47798,"[7.5, 10.5, 0]",151.4388427734375,0.0,133.91085815429688,1653459398614889984,
0,0.045,45,False,248,245,245,245,0,0,3,-368.59311564466674,48046,"[10.5, 9.0, 0]",105.68568420410156,0.0,186.28897094726562,1653459586654923008,
0,0.045,45,False,35,246,246,246,0,0,3,-156.33414387470847,48081,"[-10.25, -10.75, 0]",42.747318267822266,0.0,32.727699279785156,1653459621237358336,
0,0.045,45,False,84,247,247,247,0,0,3,-182.00819993233432,48165,"[-7.75, 10.5, 0]",73.97038269042969,0.0,65.31739044189453,1653459688201126912,
0,0.046,46,True,186,248,248,248,0,0,3,824.0597628132175,48351,"[8.0, 8.0, 0]",132.06158447265625,0.0,141.61802673339844,1653459831573036288,
0,0.046,46,False,23,249,249,249,0,0,3,-132.7098566778943,48374,"[-9.25, -10.75, 0]",47.33540344238281,0.0,23.721506118774414,1653459857153496576,
0,0.046,46,False,15,250,250,250,0,0,3,-113.52796027973612,48389,"[9.5, 10.0, 0]",37.83130645751953,0.0,16.6833553314209,1653459875533460224,
0,0.046,46,False,55,251,251,251,0,0,3,-163.7201318526832,48444,"[8.5, 11.0, 0]",47.43778991699219,0.0,46.41399002075195,1653459923568138496,
0,0.046,46,False,58,252,252,252,0,0,3,-179.30962249345706,48502,"[-10.25, 11.0, 0]",47.415958404541016,0.0,48.424034118652344,1653459973661348352,
0,0.046,46,False,111,253,253,253,0,0,3,-219.78357812865565,48613,"[-10.25, -11.25, 0]",83.91932678222656,0.0,88.08787536621094,1653460063363034368,
0,0.046,46,False,95,254,254,254,0,0,3,-207.74410500062794,48708,"[-7.75, 7.0, 0]",86.13955688476562,0.0,78.39767456054688,1653460143525429504,
0,0.046,46,False,51,255,255,255,0,0,3,-163.2418562849694,48759,"[-7.75, -9.75, 0]",49.74944305419922,0.0,44.78795623779297,1653460190009958400,
0,0.046,46,False,83,256,256,256,0,0,3,-203.8569833643945,48842,"[9.0, -10.25, 0]",78.90108489990234,0.0,70.51350402832031,1653460262180920320,
0,0.046,46,False,87,257,257,257,0,0,3,-190.7601204204741,48929,"[7.5, 11.0, 0]",74.20555114746094,0.0,71.40151977539062,1653460335278863360,
0,0.046,46,False,63,258,258,258,0,0,3,-162.23186683273465,48992,"[-10.25, 11.0, 0]",76.44905090332031,0.0,54.78717041015625,1653460391841700608,
0,0.047,47,True,45,259,259,259,0,0,3,967.4479473043086,49037,"[9.5, 9.0, 0]",36.863006591796875,0.0,38.82682800292969,1653460432387547648,
0,0.047,47,False,157,260,260,260,0,0,3,-253.8026922693417,49194,"[-9.75, -8.75, 0]",106.44524383544922,0.0,124.82966613769531,1653460558987634432,
0,0.047,47,False,104,261,261,261,0,0,3,-203.57101550269658,49298,"[-9.25, -10.75, 0]",78.45865631103516,0.0,85.58282470703125,1653460646423769344,
0,0.047,47,False,46,262,262,262,0,0,3,-147.60131547160555,49344,"[7.0, 7.5, 0]",54.36213684082031,0.0,41.523887634277344,1653460689698945024,
0,0.047,47,False,160,263,263,263,0,0,3,-281.29502907337,49504,"[-7.75, 7.5, 0]",83.23626708984375,0.0,126.46170043945312,1653460817871332096,
0,0.047,47,False,46,264,264,264,0,0,3,-172.41182305331466,49550,"[-7.75, -8.75, 0]",55.8297233581543,0.0,39.31884002685547,1653460858993631744,
0,0.047,47,False,29,265,265,265,0,0,3,-148.70693378672178,49579,"[-8.75, 9.0, 0]",40.29024887084961,0.0,28.779613494873047,1653460889421482240,
0,0.047,47,False,198,266,266,266,0,0,3,-320.4946811678719,49777,"[-8.25, -8.75, 0]",144.11422729492188,0.0,154.51829528808594,1653461045608785152,
0,0.047,47,False,160,267,267,267,0,0,3,-261.910301123575,49937,"[-10.75, -11.25, 0]",169.37742614746094,0.0,130.00177001953125,1653461177474355968,
0,0.047,47,False,18,268,268,268,0,0,3,-139.06845336029957,49955,"[-10.25, -8.25, 0]",40.04521942138672,0.0,20.997447967529297,1653461200310268928,
