cur_zone_number,success_ratio_within_window,success_count_within_window,success,stepN,episodeN,episodeNInZone,episodeInWindow,ease_count,total_streched_ctr,restart_game_count,total_reward,total_step_count_for_experiment,goal,distance_traveled,energy_consumed,flight_time,time_stamp,weight_file_under_test
0,0.022,22,False,84,97,97,97,0,0,1,-206.92657403143983,22696,"[-10.75, -10.75, 0]",37.67246627807617,0.0,21.639461517333984,1652814691282738688,
0,0.022,22,False,345,98,98,98,0,0,1,-466.37231688897015,23041,"[8.5, -11.25, 0]",114.876953125,0.0,70.56150817871094,1652814762676303616,
0,0.022,22,False,116,99,99,99,0,0,1,-227.57740908726925,23157,"[-7.75, -8.75, 0]",42.37286376953125,0.0,27.861595153808594,1652814791463763712,
0,0.022,22,False,90,100,100,100,0,0,1,-216.25243369009152,23247,"[-9.25, -9.75, 0]",37.708465576171875,0.0,23.124492645263672,1652814815421565696,
0,0.023,23,True,151,101,101,101,0,0,1,860.8140354295979,23398,"[10.5, -9.75, 0]",51.88374710083008,0.0,34.6717414855957,1652814850945622016,
0,0.023,23,False,192,102,102,102,0,0,1,-308.4496214271226,23590,"[-7.75, 8.5, 0]",57.824859619140625,0.0,43.06591796875,1652814894929487360,
0,0.023,23,False,204,103,103,103,0,0,1,-313.2384806458483,23794,"[9.5, -7.75, 0]",59.74901580810547,0.0,45.351966857910156,1652814941171510784,
0,0.023,23,False,81,104,104,104,0,0,1,-204.33139711624662,23875,"[-11.25, 8.5, 0]",36.25046920776367,0.0,21.459457397460938,1652814963475031040,
0,0.023,23,False,361,105,105,105,0,0,1,-487.9975479769445,24236,"[-10.25, 10.0, 0]",80.42754364013672,0.0,76.2706298828125,1652815040594332416,
0,0.023,23,False,654,106,106,106,0,0,1,-778.9444116259307,24890,"[-7.25, 8.5, 0]",135.1036376953125,0.0,135.2548828125,1652815176758593792,
